idx,file,branch_id,branch_name,cache_id,cache_name,size_tier,SIZE,N,predictor_stress_type,expected_dominant_miss_type,kind
406,0406_grid_b09_recursive_calls__c06_random_full_working_set.c,b09,recursive_calls,c06,random_full_working_set,medium_L2,65536,3000000,control-flow/call-return,capacity (uniform random),grid
407,0407_grid_b09_recursive_calls__c07_matrix_row_major.c,b09,recursive_calls,c07,matrix_row_major,large_L3,1048576,5000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
408,0408_grid_b09_recursive_calls__c08_matrix_col_major.c,b09,recursive_calls,c08,matrix_col_major,xlarge_DRAM,8388608,8000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
409,0409_grid_b09_recursive_calls__c09_matrix_tiled_blocked.c,b09,recursive_calls,c09,matrix_tiled_blocked,small_L1,4096,1000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
410,0410_grid_b09_recursive_calls__c10_pointer_chase_linked_list.c,b09,recursive_calls,c10,pointer_chase_linked_list,medium_L2,65536,3000000,control-flow/call-return,"compulsory+latency-bound (dependent loads, no prefetch)",grid
411,0411_grid_b09_recursive_calls__c11_sliding_window.c,b09,recursive_calls,c11,sliding_window,large_L3,1048576,5000000,control-flow/call-return,mixed/unclassified,grid
412,0412_grid_b09_recursive_calls__c12_prime_stride_anti_alias.c,b09,recursive_calls,c12,prime_stride_anti_alias,xlarge_DRAM,8388608,8000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
413,0413_grid_b09_recursive_calls__c13_two_stream_interleaved.c,b09,recursive_calls,c13,two_stream_interleaved,small_L1,4096,1000000,control-flow/call-return,mixed/unclassified,grid
414,0414_grid_b09_recursive_calls__c14_temporal_burst_reuse.c,b09,recursive_calls,c14,temporal_burst_reuse,medium_L2,65536,3000000,control-flow/call-return,mixed/unclassified,grid
415,0415_grid_b09_recursive_calls__c15_reverse_sequential.c,b09,recursive_calls,c15,reverse_sequential,large_L3,1048576,5000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
416,0416_grid_b09_recursive_calls__c16_block_sparse.c,b09,recursive_calls,c16,block_sparse,xlarge_DRAM,8388608,8000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
417,0417_grid_b09_recursive_calls__c17_zipf_like_hot_buckets.c,b09,recursive_calls,c17,zipf_like_hot_buckets,small_L1,4096,1000000,control-flow/call-return,temporal reuse (skewed/hot-set),grid
418,0418_grid_b09_recursive_calls__c18_producer_consumer_two_pointer.c,b09,recursive_calls,c18,producer_consumer_two_pointer,medium_L2,65536,3000000,control-flow/call-return,mixed/unclassified,grid
419,0419_grid_b09_recursive_calls__c19_matrix_diagonal_wavefront.c,b09,recursive_calls,c19,matrix_diagonal_wavefront,large_L3,1048576,5000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
420,0420_grid_b09_recursive_calls__c20_hot_cold_phase_alternation.c,b09,recursive_calls,c20,hot_cold_phase_alternation,xlarge_DRAM,8388608,8000000,control-flow/call-return,temporal reuse (skewed/hot-set),grid
421,0421_grid_b09_recursive_calls__c21_pyramid_multiresolution_stride.c,b09,recursive_calls,c21,pyramid_multiresolution_stride,small_L1,4096,1000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
422,0422_grid_b09_recursive_calls__c22_tensor_3d_slice_poor_locality.c,b09,recursive_calls,c22,tensor_3d_slice_poor_locality,medium_L2,65536,3000000,control-flow/call-return,mixed/unclassified,grid
423,0423_grid_b09_recursive_calls__c23_struct_of_array_field_burst.c,b09,recursive_calls,c23,struct_of_array_field_burst,large_L3,1048576,5000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
424,0424_grid_b09_recursive_calls__c24_banked_interleaved_access.c,b09,recursive_calls,c24,banked_interleaved_access,xlarge_DRAM,8388608,8000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
425,0425_grid_b09_recursive_calls__c25_lru_recency_weighted_reuse.c,b09,recursive_calls,c25,lru_recency_weighted_reuse,small_L1,4096,1000000,control-flow/call-return,temporal reuse (capacity-sensitive),grid
426,0426_grid_b09_recursive_calls__c26_geometric_stride_growth.c,b09,recursive_calls,c26,geometric_stride_growth,medium_L2,65536,3000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
427,0427_grid_b09_recursive_calls__c27_reduction_broadcast_pattern.c,b09,recursive_calls,c27,reduction_broadcast_pattern,large_L3,1048576,5000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
428,0428_grid_b09_recursive_calls__c28_morton_zorder_traversal.c,b09,recursive_calls,c28,morton_zorder_traversal,xlarge_DRAM,8388608,8000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
429,0429_grid_b09_recursive_calls__c29_ping_pong_cache_thrash.c,b09,recursive_calls,c29,ping_pong_cache_thrash,small_L1,4096,1000000,control-flow/call-return,conflict/associativity,grid
430,0430_grid_b09_recursive_calls__c30_gather_scatter_indirect_table.c,b09,recursive_calls,c30,gather_scatter_indirect_table,medium_L2,65536,3000000,control-flow/call-return,capacity (uniform random),grid
431,0431_grid_b09_recursive_calls__c31_fibonacci_stride.c,b09,recursive_calls,c31,fibonacci_stride,large_L3,1048576,5000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
432,0432_grid_b09_recursive_calls__c32_hilbert_curve_traversal.c,b09,recursive_calls,c32,hilbert_curve_traversal,xlarge_DRAM,8388608,8000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
433,0433_grid_b09_recursive_calls__c33_cache_set_conflict_stress.c,b09,recursive_calls,c33,cache_set_conflict_stress,small_L1,4096,1000000,control-flow/call-return,conflict/associativity,grid
434,0434_grid_b09_recursive_calls__c34_variable_length_burst_reuse.c,b09,recursive_calls,c34,variable_length_burst_reuse,medium_L2,65536,3000000,control-flow/call-return,capacity (uniform random),grid
435,0435_grid_b09_recursive_calls__c35_checkerboard_red_black.c,b09,recursive_calls,c35,checkerboard_red_black,large_L3,1048576,5000000,control-flow/call-return,mixed spatial (traversal-order dependent),grid
436,0436_grid_b09_recursive_calls__c36_im2col_overlapping_patch_gather.c,b09,recursive_calls,c36,im2col_overlapping_patch_gather,xlarge_DRAM,8388608,8000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
437,0437_grid_b09_recursive_calls__c37_double_buffer_epoch_alternation.c,b09,recursive_calls,c37,double_buffer_epoch_alternation,small_L1,4096,1000000,control-flow/call-return,conflict+capacity (thrashing/alternation),grid
438,0438_grid_b09_recursive_calls__c38_cuckoo_double_hash_probe.c,b09,recursive_calls,c38,cuckoo_double_hash_probe,medium_L2,65536,3000000,control-flow/call-return,capacity+compulsory (indirect gather/scatter),grid
439,0439_grid_b09_recursive_calls__c39_bounded_random_walk.c,b09,recursive_calls,c39,bounded_random_walk,large_L3,1048576,5000000,control-flow/call-return,capacity (uniform random),grid
440,0440_grid_b09_recursive_calls__c40_causal_attention_triangular.c,b09,recursive_calls,c40,causal_attention_triangular,xlarge_DRAM,8388608,8000000,control-flow/call-return,mixed/unclassified,grid
441,0441_grid_b09_recursive_calls__c41_skip_list_multilevel_hop.c,b09,recursive_calls,c41,skip_list_multilevel_hop,small_L1,4096,1000000,control-flow/call-return,"compulsory+latency-bound (dependent loads, no prefetch)",grid
442,0442_grid_b09_recursive_calls__c42_cache_oblivious_funnel_stride.c,b09,recursive_calls,c42,cache_oblivious_funnel_stride,medium_L2,65536,3000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
443,0443_grid_b09_recursive_calls__c43_whole_buffer_rotation.c,b09,recursive_calls,c43,whole_buffer_rotation,large_L3,1048576,5000000,control-flow/call-return,mixed/unclassified,grid
444,0444_grid_b09_recursive_calls__c44_naive_gemm_row_col_alternation.c,b09,recursive_calls,c44,naive_gemm_row_col_alternation,xlarge_DRAM,8388608,8000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
445,0445_grid_b09_recursive_calls__c45_read_hot_write_cold_split.c,b09,recursive_calls,c45,read_hot_write_cold_split,small_L1,4096,1000000,control-flow/call-return,temporal reuse (skewed/hot-set),grid
446,0446_grid_b09_recursive_calls__c46_cantor_gap_sparse.c,b09,recursive_calls,c46,cantor_gap_sparse,medium_L2,65536,3000000,control-flow/call-return,"compulsory (sparse, low reuse)",grid
447,0447_grid_b09_recursive_calls__c47_false_sharing_line_cycle.c,b09,recursive_calls,c47,false_sharing_line_cycle,large_L3,1048576,5000000,control-flow/call-return,conflict/associativity,grid
448,0448_grid_b09_recursive_calls__c48_exponential_backoff_probe.c,b09,recursive_calls,c48,exponential_backoff_probe,xlarge_DRAM,8388608,8000000,control-flow/call-return,capacity (uniform random),grid
449,0449_grid_b09_recursive_calls__c49_binary_heap_parent_child.c,b09,recursive_calls,c49,binary_heap_parent_child,small_L1,4096,1000000,control-flow/call-return,capacity (uniform random),grid
450,0450_grid_b09_recursive_calls__c50_streaming_with_periodic_flush.c,b09,recursive_calls,c50,streaming_with_periodic_flush,medium_L2,65536,3000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
451,0451_grid_b10_correlated_history__c01_sequential_unit_stride.c,b10,correlated_history,c01,sequential_unit_stride,medium_L2,65536,3000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
452,0452_grid_b10_correlated_history__c02_sequential_wraparound_large.c,b10,correlated_history,c02,sequential_wraparound_large,large_L3,1048576,5000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
453,0453_grid_b10_correlated_history__c03_fixed_stride_small.c,b10,correlated_history,c03,fixed_stride_small,xlarge_DRAM,8388608,8000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
454,0454_grid_b10_correlated_history__c04_fixed_stride_large.c,b10,correlated_history,c04,fixed_stride_large,small_L1,4096,1000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
455,0455_grid_b10_correlated_history__c05_random_small_working_set.c,b10,correlated_history,c05,random_small_working_set,medium_L2,65536,3000000,history-correlated,temporal reuse (capacity-sensitive),grid
456,0456_grid_b10_correlated_history__c06_random_full_working_set.c,b10,correlated_history,c06,random_full_working_set,large_L3,1048576,5000000,history-correlated,capacity (uniform random),grid
457,0457_grid_b10_correlated_history__c07_matrix_row_major.c,b10,correlated_history,c07,matrix_row_major,xlarge_DRAM,8388608,8000000,history-correlated,mixed spatial (traversal-order dependent),grid
458,0458_grid_b10_correlated_history__c08_matrix_col_major.c,b10,correlated_history,c08,matrix_col_major,small_L1,4096,1000000,history-correlated,mixed spatial (traversal-order dependent),grid
459,0459_grid_b10_correlated_history__c09_matrix_tiled_blocked.c,b10,correlated_history,c09,matrix_tiled_blocked,medium_L2,65536,3000000,history-correlated,mixed spatial (traversal-order dependent),grid
460,0460_grid_b10_correlated_history__c10_pointer_chase_linked_list.c,b10,correlated_history,c10,pointer_chase_linked_list,large_L3,1048576,5000000,history-correlated,"compulsory+latency-bound (dependent loads, no prefetch)",grid
461,0461_grid_b10_correlated_history__c11_sliding_window.c,b10,correlated_history,c11,sliding_window,xlarge_DRAM,8388608,8000000,history-correlated,mixed/unclassified,grid
462,0462_grid_b10_correlated_history__c12_prime_stride_anti_alias.c,b10,correlated_history,c12,prime_stride_anti_alias,small_L1,4096,1000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
463,0463_grid_b10_correlated_history__c13_two_stream_interleaved.c,b10,correlated_history,c13,two_stream_interleaved,medium_L2,65536,3000000,history-correlated,mixed/unclassified,grid
464,0464_grid_b10_correlated_history__c14_temporal_burst_reuse.c,b10,correlated_history,c14,temporal_burst_reuse,large_L3,1048576,5000000,history-correlated,mixed/unclassified,grid
465,0465_grid_b10_correlated_history__c15_reverse_sequential.c,b10,correlated_history,c15,reverse_sequential,xlarge_DRAM,8388608,8000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
466,0466_grid_b10_correlated_history__c16_block_sparse.c,b10,correlated_history,c16,block_sparse,small_L1,4096,1000000,history-correlated,mixed spatial (traversal-order dependent),grid
467,0467_grid_b10_correlated_history__c17_zipf_like_hot_buckets.c,b10,correlated_history,c17,zipf_like_hot_buckets,medium_L2,65536,3000000,history-correlated,temporal reuse (skewed/hot-set),grid
468,0468_grid_b10_correlated_history__c18_producer_consumer_two_pointer.c,b10,correlated_history,c18,producer_consumer_two_pointer,large_L3,1048576,5000000,history-correlated,mixed/unclassified,grid
469,0469_grid_b10_correlated_history__c19_matrix_diagonal_wavefront.c,b10,correlated_history,c19,matrix_diagonal_wavefront,xlarge_DRAM,8388608,8000000,history-correlated,mixed spatial (traversal-order dependent),grid
470,0470_grid_b10_correlated_history__c20_hot_cold_phase_alternation.c,b10,correlated_history,c20,hot_cold_phase_alternation,small_L1,4096,1000000,history-correlated,temporal reuse (skewed/hot-set),grid
471,0471_grid_b10_correlated_history__c21_pyramid_multiresolution_stride.c,b10,correlated_history,c21,pyramid_multiresolution_stride,medium_L2,65536,3000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
472,0472_grid_b10_correlated_history__c22_tensor_3d_slice_poor_locality.c,b10,correlated_history,c22,tensor_3d_slice_poor_locality,large_L3,1048576,5000000,history-correlated,mixed/unclassified,grid
473,0473_grid_b10_correlated_history__c23_struct_of_array_field_burst.c,b10,correlated_history,c23,struct_of_array_field_burst,xlarge_DRAM,8388608,8000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
474,0474_grid_b10_correlated_history__c24_banked_interleaved_access.c,b10,correlated_history,c24,banked_interleaved_access,small_L1,4096,1000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
475,0475_grid_b10_correlated_history__c25_lru_recency_weighted_reuse.c,b10,correlated_history,c25,lru_recency_weighted_reuse,medium_L2,65536,3000000,history-correlated,temporal reuse (capacity-sensitive),grid
476,0476_grid_b10_correlated_history__c26_geometric_stride_growth.c,b10,correlated_history,c26,geometric_stride_growth,large_L3,1048576,5000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
477,0477_grid_b10_correlated_history__c27_reduction_broadcast_pattern.c,b10,correlated_history,c27,reduction_broadcast_pattern,xlarge_DRAM,8388608,8000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
478,0478_grid_b10_correlated_history__c28_morton_zorder_traversal.c,b10,correlated_history,c28,morton_zorder_traversal,small_L1,4096,1000000,history-correlated,mixed spatial (traversal-order dependent),grid
479,0479_grid_b10_correlated_history__c29_ping_pong_cache_thrash.c,b10,correlated_history,c29,ping_pong_cache_thrash,medium_L2,65536,3000000,history-correlated,conflict/associativity,grid
480,0480_grid_b10_correlated_history__c30_gather_scatter_indirect_table.c,b10,correlated_history,c30,gather_scatter_indirect_table,large_L3,1048576,5000000,history-correlated,capacity (uniform random),grid
481,0481_grid_b10_correlated_history__c31_fibonacci_stride.c,b10,correlated_history,c31,fibonacci_stride,xlarge_DRAM,8388608,8000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
482,0482_grid_b10_correlated_history__c32_hilbert_curve_traversal.c,b10,correlated_history,c32,hilbert_curve_traversal,small_L1,4096,1000000,history-correlated,mixed spatial (traversal-order dependent),grid
483,0483_grid_b10_correlated_history__c33_cache_set_conflict_stress.c,b10,correlated_history,c33,cache_set_conflict_stress,medium_L2,65536,3000000,history-correlated,conflict/associativity,grid
484,0484_grid_b10_correlated_history__c34_variable_length_burst_reuse.c,b10,correlated_history,c34,variable_length_burst_reuse,large_L3,1048576,5000000,history-correlated,capacity (uniform random),grid
485,0485_grid_b10_correlated_history__c35_checkerboard_red_black.c,b10,correlated_history,c35,checkerboard_red_black,xlarge_DRAM,8388608,8000000,history-correlated,mixed spatial (traversal-order dependent),grid
486,0486_grid_b10_correlated_history__c36_im2col_overlapping_patch_gather.c,b10,correlated_history,c36,im2col_overlapping_patch_gather,small_L1,4096,1000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
487,0487_grid_b10_correlated_history__c37_double_buffer_epoch_alternation.c,b10,correlated_history,c37,double_buffer_epoch_alternation,medium_L2,65536,3000000,history-correlated,conflict+capacity (thrashing/alternation),grid
488,0488_grid_b10_correlated_history__c38_cuckoo_double_hash_probe.c,b10,correlated_history,c38,cuckoo_double_hash_probe,large_L3,1048576,5000000,history-correlated,capacity+compulsory (indirect gather/scatter),grid
489,0489_grid_b10_correlated_history__c39_bounded_random_walk.c,b10,correlated_history,c39,bounded_random_walk,xlarge_DRAM,8388608,8000000,history-correlated,capacity (uniform random),grid
490,0490_grid_b10_correlated_history__c40_causal_attention_triangular.c,b10,correlated_history,c40,causal_attention_triangular,small_L1,4096,1000000,history-correlated,mixed/unclassified,grid
491,0491_grid_b10_correlated_history__c41_skip_list_multilevel_hop.c,b10,correlated_history,c41,skip_list_multilevel_hop,medium_L2,65536,3000000,history-correlated,"compulsory+latency-bound (dependent loads, no prefetch)",grid
492,0492_grid_b10_correlated_history__c42_cache_oblivious_funnel_stride.c,b10,correlated_history,c42,cache_oblivious_funnel_stride,large_L3,1048576,5000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
493,0493_grid_b10_correlated_history__c43_whole_buffer_rotation.c,b10,correlated_history,c43,whole_buffer_rotation,xlarge_DRAM,8388608,8000000,history-correlated,mixed/unclassified,grid
494,0494_grid_b10_correlated_history__c44_naive_gemm_row_col_alternation.c,b10,correlated_history,c44,naive_gemm_row_col_alternation,small_L1,4096,1000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
495,0495_grid_b10_correlated_history__c45_read_hot_write_cold_split.c,b10,correlated_history,c45,read_hot_write_cold_split,medium_L2,65536,3000000,history-correlated,temporal reuse (skewed/hot-set),grid
496,0496_grid_b10_correlated_history__c46_cantor_gap_sparse.c,b10,correlated_history,c46,cantor_gap_sparse,large_L3,1048576,5000000,history-correlated,"compulsory (sparse, low reuse)",grid
497,0497_grid_b10_correlated_history__c47_false_sharing_line_cycle.c,b10,correlated_history,c47,false_sharing_line_cycle,xlarge_DRAM,8388608,8000000,history-correlated,conflict/associativity,grid
498,0498_grid_b10_correlated_history__c48_exponential_backoff_probe.c,b10,correlated_history,c48,exponential_backoff_probe,small_L1,4096,1000000,history-correlated,capacity (uniform random),grid
499,0499_grid_b10_correlated_history__c49_binary_heap_parent_child.c,b10,correlated_history,c49,binary_heap_parent_child,medium_L2,65536,3000000,history-correlated,capacity (uniform random),grid
500,0500_grid_b10_correlated_history__c50_streaming_with_periodic_flush.c,b10,correlated_history,c50,streaming_with_periodic_flush,large_L3,1048576,5000000,history-correlated,compulsory+streaming (prefetch-friendly),grid
501,0501_grid_b11_value_dependent_threshold__c01_sequential_unit_stride.c,b11,value_dependent_threshold,c01,sequential_unit_stride,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
502,0502_grid_b11_value_dependent_threshold__c02_sequential_wraparound_large.c,b11,value_dependent_threshold,c02,sequential_wraparound_large,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
503,0503_grid_b11_value_dependent_threshold__c03_fixed_stride_small.c,b11,value_dependent_threshold,c03,fixed_stride_small,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
504,0504_grid_b11_value_dependent_threshold__c04_fixed_stride_large.c,b11,value_dependent_threshold,c04,fixed_stride_large,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
505,0505_grid_b11_value_dependent_threshold__c05_random_small_working_set.c,b11,value_dependent_threshold,c05,random_small_working_set,large_L3,1048576,5000000,value-dependent,temporal reuse (capacity-sensitive),grid
506,0506_grid_b11_value_dependent_threshold__c06_random_full_working_set.c,b11,value_dependent_threshold,c06,random_full_working_set,xlarge_DRAM,8388608,8000000,value-dependent,capacity (uniform random),grid
507,0507_grid_b11_value_dependent_threshold__c07_matrix_row_major.c,b11,value_dependent_threshold,c07,matrix_row_major,small_L1,4096,1000000,value-dependent,mixed spatial (traversal-order dependent),grid
508,0508_grid_b11_value_dependent_threshold__c08_matrix_col_major.c,b11,value_dependent_threshold,c08,matrix_col_major,medium_L2,65536,3000000,value-dependent,mixed spatial (traversal-order dependent),grid
509,0509_grid_b11_value_dependent_threshold__c09_matrix_tiled_blocked.c,b11,value_dependent_threshold,c09,matrix_tiled_blocked,large_L3,1048576,5000000,value-dependent,mixed spatial (traversal-order dependent),grid
510,0510_grid_b11_value_dependent_threshold__c10_pointer_chase_linked_list.c,b11,value_dependent_threshold,c10,pointer_chase_linked_list,xlarge_DRAM,8388608,8000000,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",grid
511,0511_grid_b11_value_dependent_threshold__c11_sliding_window.c,b11,value_dependent_threshold,c11,sliding_window,small_L1,4096,1000000,value-dependent,mixed/unclassified,grid
512,0512_grid_b11_value_dependent_threshold__c12_prime_stride_anti_alias.c,b11,value_dependent_threshold,c12,prime_stride_anti_alias,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
513,0513_grid_b11_value_dependent_threshold__c13_two_stream_interleaved.c,b11,value_dependent_threshold,c13,two_stream_interleaved,large_L3,1048576,5000000,value-dependent,mixed/unclassified,grid
514,0514_grid_b11_value_dependent_threshold__c14_temporal_burst_reuse.c,b11,value_dependent_threshold,c14,temporal_burst_reuse,xlarge_DRAM,8388608,8000000,value-dependent,mixed/unclassified,grid
515,0515_grid_b11_value_dependent_threshold__c15_reverse_sequential.c,b11,value_dependent_threshold,c15,reverse_sequential,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
516,0516_grid_b11_value_dependent_threshold__c16_block_sparse.c,b11,value_dependent_threshold,c16,block_sparse,medium_L2,65536,3000000,value-dependent,mixed spatial (traversal-order dependent),grid
517,0517_grid_b11_value_dependent_threshold__c17_zipf_like_hot_buckets.c,b11,value_dependent_threshold,c17,zipf_like_hot_buckets,large_L3,1048576,5000000,value-dependent,temporal reuse (skewed/hot-set),grid
518,0518_grid_b11_value_dependent_threshold__c18_producer_consumer_two_pointer.c,b11,value_dependent_threshold,c18,producer_consumer_two_pointer,xlarge_DRAM,8388608,8000000,value-dependent,mixed/unclassified,grid
519,0519_grid_b11_value_dependent_threshold__c19_matrix_diagonal_wavefront.c,b11,value_dependent_threshold,c19,matrix_diagonal_wavefront,small_L1,4096,1000000,value-dependent,mixed spatial (traversal-order dependent),grid
520,0520_grid_b11_value_dependent_threshold__c20_hot_cold_phase_alternation.c,b11,value_dependent_threshold,c20,hot_cold_phase_alternation,medium_L2,65536,3000000,value-dependent,temporal reuse (skewed/hot-set),grid
521,0521_grid_b11_value_dependent_threshold__c21_pyramid_multiresolution_stride.c,b11,value_dependent_threshold,c21,pyramid_multiresolution_stride,large_L3,1048576,5000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
522,0522_grid_b11_value_dependent_threshold__c22_tensor_3d_slice_poor_locality.c,b11,value_dependent_threshold,c22,tensor_3d_slice_poor_locality,xlarge_DRAM,8388608,8000000,value-dependent,mixed/unclassified,grid
523,0523_grid_b11_value_dependent_threshold__c23_struct_of_array_field_burst.c,b11,value_dependent_threshold,c23,struct_of_array_field_burst,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
524,0524_grid_b11_value_dependent_threshold__c24_banked_interleaved_access.c,b11,value_dependent_threshold,c24,banked_interleaved_access,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
525,0525_grid_b11_value_dependent_threshold__c25_lru_recency_weighted_reuse.c,b11,value_dependent_threshold,c25,lru_recency_weighted_reuse,large_L3,1048576,5000000,value-dependent,temporal reuse (capacity-sensitive),grid
526,0526_grid_b11_value_dependent_threshold__c26_geometric_stride_growth.c,b11,value_dependent_threshold,c26,geometric_stride_growth,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
527,0527_grid_b11_value_dependent_threshold__c27_reduction_broadcast_pattern.c,b11,value_dependent_threshold,c27,reduction_broadcast_pattern,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
528,0528_grid_b11_value_dependent_threshold__c28_morton_zorder_traversal.c,b11,value_dependent_threshold,c28,morton_zorder_traversal,medium_L2,65536,3000000,value-dependent,mixed spatial (traversal-order dependent),grid
529,0529_grid_b11_value_dependent_threshold__c29_ping_pong_cache_thrash.c,b11,value_dependent_threshold,c29,ping_pong_cache_thrash,large_L3,1048576,5000000,value-dependent,conflict/associativity,grid
530,0530_grid_b11_value_dependent_threshold__c30_gather_scatter_indirect_table.c,b11,value_dependent_threshold,c30,gather_scatter_indirect_table,xlarge_DRAM,8388608,8000000,value-dependent,capacity (uniform random),grid
531,0531_grid_b11_value_dependent_threshold__c31_fibonacci_stride.c,b11,value_dependent_threshold,c31,fibonacci_stride,small_L1,4096,1000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
532,0532_grid_b11_value_dependent_threshold__c32_hilbert_curve_traversal.c,b11,value_dependent_threshold,c32,hilbert_curve_traversal,medium_L2,65536,3000000,value-dependent,mixed spatial (traversal-order dependent),grid
533,0533_grid_b11_value_dependent_threshold__c33_cache_set_conflict_stress.c,b11,value_dependent_threshold,c33,cache_set_conflict_stress,large_L3,1048576,5000000,value-dependent,conflict/associativity,grid
534,0534_grid_b11_value_dependent_threshold__c34_variable_length_burst_reuse.c,b11,value_dependent_threshold,c34,variable_length_burst_reuse,xlarge_DRAM,8388608,8000000,value-dependent,capacity (uniform random),grid
535,0535_grid_b11_value_dependent_threshold__c35_checkerboard_red_black.c,b11,value_dependent_threshold,c35,checkerboard_red_black,small_L1,4096,1000000,value-dependent,mixed spatial (traversal-order dependent),grid
536,0536_grid_b11_value_dependent_threshold__c36_im2col_overlapping_patch_gather.c,b11,value_dependent_threshold,c36,im2col_overlapping_patch_gather,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
537,0537_grid_b11_value_dependent_threshold__c37_double_buffer_epoch_alternation.c,b11,value_dependent_threshold,c37,double_buffer_epoch_alternation,large_L3,1048576,5000000,value-dependent,conflict+capacity (thrashing/alternation),grid
538,0538_grid_b11_value_dependent_threshold__c38_cuckoo_double_hash_probe.c,b11,value_dependent_threshold,c38,cuckoo_double_hash_probe,xlarge_DRAM,8388608,8000000,value-dependent,capacity+compulsory (indirect gather/scatter),grid
539,0539_grid_b11_value_dependent_threshold__c39_bounded_random_walk.c,b11,value_dependent_threshold,c39,bounded_random_walk,small_L1,4096,1000000,value-dependent,capacity (uniform random),grid
540,0540_grid_b11_value_dependent_threshold__c40_causal_attention_triangular.c,b11,value_dependent_threshold,c40,causal_attention_triangular,medium_L2,65536,3000000,value-dependent,mixed/unclassified,grid
541,0541_grid_b11_value_dependent_threshold__c41_skip_list_multilevel_hop.c,b11,value_dependent_threshold,c41,skip_list_multilevel_hop,large_L3,1048576,5000000,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",grid
542,0542_grid_b11_value_dependent_threshold__c42_cache_oblivious_funnel_stride.c,b11,value_dependent_threshold,c42,cache_oblivious_funnel_stride,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
543,0543_grid_b11_value_dependent_threshold__c43_whole_buffer_rotation.c,b11,value_dependent_threshold,c43,whole_buffer_rotation,small_L1,4096,1000000,value-dependent,mixed/unclassified,grid
544,0544_grid_b11_value_dependent_threshold__c44_naive_gemm_row_col_alternation.c,b11,value_dependent_threshold,c44,naive_gemm_row_col_alternation,medium_L2,65536,3000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
545,0545_grid_b11_value_dependent_threshold__c45_read_hot_write_cold_split.c,b11,value_dependent_threshold,c45,read_hot_write_cold_split,large_L3,1048576,5000000,value-dependent,temporal reuse (skewed/hot-set),grid
546,0546_grid_b11_value_dependent_threshold__c46_cantor_gap_sparse.c,b11,value_dependent_threshold,c46,cantor_gap_sparse,xlarge_DRAM,8388608,8000000,value-dependent,"compulsory (sparse, low reuse)",grid
